,,,"Newell County, Municipal district [Census subdivision], Alberta",,,,,,"Alberta [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,  137005,,,...,,...,  144729,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,  110298,,,...,,...,  116821,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,    2415,,,...,,..., 1527680,,,...,,...
"Income of households in 2015","  Under $5;000",,      30,,,...,,...,   21660,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,      15,,,...,,...,   13555,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,      30,,,...,,...,   18070,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,      20,,,...,,...,   33045,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,      55,,,...,,...,   51505,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,      45,,,...,,...,   38615,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,      60,,,...,,...,   42580,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,      80,,,...,,...,   46630,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,      95,,,...,,...,   46520,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,      75,,,...,,...,   46825,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,     165,,,...,,...,   95425,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,     165,,,...,,...,   95340,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,     180,,,...,,...,   92345,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,     170,,,...,,...,   88775,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,     120,,,...,,...,   84570,,,...,,...
"Income of households in 2015","  $100;000 and over",,    1095,,,...,,...,  712215,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,     310,,,...,,...,  184595,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,     245,,,...,,...,  142910,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,     275,,,...,,...,  181960,,,...,,...
"Income of households in 2015","    $200;000 and over",,     260,,,...,,...,  202745,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,    2410,,,...,,..., 1527680,,,...,,...
"Income of households in 2015","  Under $5;000",,      30,,,...,,...,   23395,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,      20,,,...,,...,   13860,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,      30,,,...,,...,   18600,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,      25,,,...,,...,   34540,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,      55,,,...,,...,   55010,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,      55,,,...,,...,   44170,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,      70,,,...,,...,   50280,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,      95,,,...,,...,   55645,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,     110,,,...,,...,   57695,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,     100,,,...,,...,   59195,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,     215,,,...,,...,  119200,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,     200,,,...,,...,  116250,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,     210,,,...,,...,  112675,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,     175,,,...,,...,  106235,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,     155,,,...,,...,   95600,,,...,,...
"Income of households in 2015","  $100;000 and over",,     860,,,...,,...,  565335,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,     335,,,...,,...,  192795,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,     190,,,...,,...,  132240,,,...,,...
"Income of households in 2015","    $150;000 and over",,     335,,,...,,...,  240305,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,    2000,,,...,,..., 1099900,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,  100416,,,...,,...,  109997,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   86714,,,...,,...,   93588,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      3.1,,,...,,...,      3.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,     915,,,...,,...,  407300,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   88832,,,...,,...,  101283,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   78336,,,...,,...,   86043,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,     955,,,...,,...,  511375,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  112384,,,...,,...,  133186,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   97408,,,...,,...,  111951,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      4.3,,,...,,...,      4.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,     110,,,...,,...,  146045,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   62912,,,...,,...,   62909,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   57728,,,...,,...,   57079,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.4,,,...,,...,      2.7,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,    1985,,,...,,..., 1101485,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  136887,,,...,,...,  144493,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,  110039,,,...,,...,  116343,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,     890,,,...,,...,  408625,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,  140613,,,...,,...,  137805,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,  111467,,,...,,...,  110236,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,     970,,,...,,...,  512615,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  142676,,,...,,...,  169354,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,  115609,,,...,,...,  135623,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,     105,,,...,,...,  145115,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   68642,,,...,,...,   80406,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   59089,,,...,,...,   68470,,,...,,...
